"codigo","mpio","year","rural","urbana"
68190,"Cimitarra",2021,19069,15720
68190,"Cimitarra",2022,18953,16103
68190,"Cimitarra",2023,18826,16481
68207,"Concepción",2018,2958,2780
68207,"Concepción",2019,2920,2818
68207,"Concepción",2020,2901,2856
68207,"Concepción",2021,2892,2929
68207,"Concepción",2022,2874,2991
68207,"Concepción",2023,2855,3052
68209,"Confines",2018,2472,687
68209,"Confines",2019,2520,713
68209,"Confines",2020,2560,734
68209,"Confines",2021,2552,778
68209,"Confines",2022,2537,819
68209,"Confines",2023,2520,860
68211,"Contratación",2018,881,2798
68211,"Contratación",2019,869,2814
68211,"Contratación",2020,859,2840
68211,"Contratación",2021,856,2884
68211,"Contratación",2022,851,2918
68211,"Contratación",2023,845,2950
68217,"Coromoro",2018,4292,723
68217,"Coromoro",2019,4267,742
68217,"Coromoro",2020,4265,759
68217,"Coromoro",2021,4251,829
68217,"Coromoro",2022,4225,893
68217,"Coromoro",2023,4197,958
68229,"Curití",2018,8140,4577
68229,"Curití",2019,8313,4715
68229,"Curití",2020,8449,4834
68229,"Curití",2021,8424,5008
68229,"Curití",2022,8372,5163
68229,"Curití",2023,8317,5315
68235,"El Carmen de Chucurí",2018,18095,2821
68235,"El Carmen de Chucurí",2019,18415,3000
68235,"El Carmen de Chucurí",2020,18646,3174
68235,"El Carmen de Chucurí",2021,18591,3471
68235,"El Carmen de Chucurí",2022,18477,3753
68235,"El Carmen de Chucurí",2023,18354,4035
68245,"El Guacamayo",2018,1490,677
68245,"El Guacamayo",2019,1422,697
68245,"El Guacamayo",2020,1370,715
68245,"El Guacamayo",2021,1366,742
68245,"El Guacamayo",2022,1357,767
68245,"El Guacamayo",2023,1348,791
68250,"El Peñón",2018,4567,712
68250,"El Peñón",2019,4672,733
68250,"El Peñón",2020,4755,752
68250,"El Peñón",2021,4741,827
68250,"El Peñón",2022,4712,898
68250,"El Peñón",2023,4680,970
68255,"El Playón",2018,6676,7037
68255,"El Playón",2019,6640,7242
68255,"El Playón",2020,6623,7415
68255,"El Playón",2021,6602,7591
68255,"El Playón",2022,6562,7740
68255,"El Playón",2023,6518,7886
68264,"Encino",2018,2026,526
68264,"Encino",2019,2021,546
68264,"Encino",2020,2021,562
68264,"Encino",2021,2015,597
68264,"Encino",2022,2002,630
68264,"Encino",2023,1989,661
68266,"Enciso",2018,2612,849
68266,"Enciso",2019,2569,875
68266,"Enciso",2020,2548,897
68266,"Enciso",2021,2540,943
68266,"Enciso",2022,2524,986
68266,"Enciso",2023,2508,1027
68271,"Florián",2018,4344,1218
68271,"Florián",2019,4314,1255
68271,"Florián",2020,4303,1286
68271,"Florián",2021,4289,1362
68271,"Florián",2022,4263,1431
68271,"Florián",2023,4235,1500
68276,"Floridablanca",2018,11910,280025
68276,"Floridablanca",2019,12247,288483
68276,"Floridablanca",2020,12172,295724
68276,"Floridablanca",2021,12242,299123
68276,"Floridablanca",2022,12182,301563
68276,"Floridablanca",2023,12102,303879
68296,"Galán",2018,2074,812
68296,"Galán",2019,2059,824
68296,"Galán",2020,2053,838
68296,"Galán",2021,2046,877
68296,"Galán",2022,2034,911
68296,"Galán",2023,2020,946
68298,"Gámbita",2018,3368,653
68298,"Gámbita",2019,3339,669
68298,"Gámbita",2020,3332,681
68298,"Gámbita",2021,3321,736
68298,"Gámbita",2022,3301,787
68298,"Gámbita",2023,3279,839
68307,"Girón",2018,19296,141107
68307,"Girón",2019,19479,147364
68307,"Girón",2020,19322,152582
68307,"Girón",2021,19261,154580
68307,"Girón",2022,19143,156027
68307,"Girón",2023,19015,157403
68318,"Guaca",2018,4408,1508
68318,"Guaca",2019,4350,1550
68318,"Guaca",2020,4323,1586
68318,"Guaca",2021,4309,1665
68318,"Guaca",2022,4283,1737
68318,"Guaca",2023,4254,1809
68320,"Guadalupe",2018,2818,1693
68320,"Guadalupe",2019,2775,1698
68320,"Guadalupe",2020,2757,1711
68320,"Guadalupe",2021,2748,1769
68320,"Guadalupe",2022,2731,1821
68320,"Guadalupe",2023,2713,1871
68322,"Guapotá",2018,1710,665
68322,"Guapotá",2019,1712,682
68322,"Guapotá",2020,1716,697
68322,"Guapotá",2021,1711,729
68322,"Guapotá",2022,1700,758
68322,"Guapotá",2023,1689,787
68324,"Guavatá",2018,3203,1027
68324,"Guavatá",2019,3157,1043
68324,"Guavatá",2020,3139,1052
68324,"Guavatá",2021,3129,1108
68324,"Guavatá",2022,3110,1160
68324,"Guavatá",2023,3089,1211
68327,"Güepsa",2018,2043,3071
68327,"Güepsa",2019,2058,3164
68327,"Güepsa",2020,2066,3243
68327,"Güepsa",2021,2059,3309
68327,"Güepsa",2022,2047,3362
68327,"Güepsa",2023,2033,3414
68344,"Hato",2018,1671,657
68344,"Hato",2019,1672,677
68344,"Hato",2020,1676,694
68344,"Hato",2021,1671,725
68344,"Hato",2022,1660,755
68344,"Hato",2023,1649,783
68368,"Jesús María",2018,2623,719
68368,"Jesús María",2019,2614,723
68368,"Jesús María",2020,2610,729
68368,"Jesús María",2021,2602,774
68368,"Jesús María",2022,2586,816
68368,"Jesús María",2023,2569,857
68370,"Jordán",2018,1215,99
68370,"Jordán",2019,1222,103
68370,"Jordán",2020,1229,107
68370,"Jordán",2021,1225,126
68370,"Jordán",2022,1217,144
68370,"Jordán",2023,1209,162
68377,"La Belleza",2018,4502,1696
68377,"La Belleza",2019,4428,1746
68377,"La Belleza",2020,4389,1789
68377,"La Belleza",2021,4375,1871
68377,"La Belleza",2022,4348,1946
68377,"La Belleza",2023,4319,2020
68385,"Landázuri",2018,7202,3182
68385,"Landázuri",2019,7194,3288
68385,"Landázuri",2020,7206,3382
68385,"Landázuri",2021,7183,3522
68385,"Landázuri",2022,7139,3648
68385,"Landázuri",2023,7092,3772
68397,"La Paz",2018,4197,756
68397,"La Paz",2019,4160,761
68397,"La Paz",2020,4149,768
68397,"La Paz",2021,4136,835
68397,"La Paz",2022,4111,898
68397,"La Paz",2023,4083,962
68406,"Lebrija",2018,19103,22732
68406,"Lebrija",2019,19320,23825
68406,"Lebrija",2020,19468,24701
68406,"Lebrija",2021,19410,25257
68406,"Lebrija",2022,19291,25717
68406,"Lebrija",2023,19163,26166
68418,"Los Santos",2018,12463,1643
68418,"Los Santos",2019,12792,1693
68418,"Los Santos",2020,13052,1735
68418,"Los Santos",2021,13013,1941
68418,"Los Santos",2022,12934,2134
68418,"Los Santos",2023,12847,2328
68425,"Macaravita",2018,1891,280
68425,"Macaravita",2019,1841,284
68425,"Macaravita",2020,1815,289
68425,"Macaravita",2021,1809,318
68425,"Macaravita",2022,1798,346
68425,"Macaravita",2023,1786,373
68432,"Málaga",2018,2854,18091
68432,"Málaga",2019,2894,18445
68432,"Málaga",2020,2902,18770
68432,"Málaga",2021,2896,19016
68432,"Málaga",2022,2879,19200
68432,"Málaga",2023,2860,19377
68444,"Matanza",2018,3531,1445
68444,"Matanza",2019,3550,1449
68444,"Matanza",2020,3581,1454
68444,"Matanza",2021,3570,1521
68444,"Matanza",2022,3548,1582
68444,"Matanza",2023,3525,1641
68464,"Mogotes",2018,6392,4135
68464,"Mogotes",2019,6365,4211
68464,"Mogotes",2020,6366,4281
68464,"Mogotes",2021,6346,4419
68464,"Mogotes",2022,6307,4540
68464,"Mogotes",2023,6265,4659
68468,"Molagavita",2018,3517,620
68468,"Molagavita",2019,3479,626
68468,"Molagavita",2020,3474,632
68468,"Molagavita",2021,3463,688
68468,"Molagavita",2022,3442,741
68468,"Molagavita",2023,3419,794
68498,"Ocamonte",2018,4852,809
68498,"Ocamonte",2019,4907,833
68498,"Ocamonte",2020,4957,853
68498,"Ocamonte",2021,4942,932
68498,"Ocamonte",2022,4912,1007
68498,"Ocamonte",2023,4879,1082
68500,"Oiba",2018,6009,4791
68500,"Oiba",2019,6068,4936
68500,"Oiba",2020,6115,5060
68500,"Oiba",2021,6097,5202
68500,"Oiba",2022,6060,5325
68500,"Oiba",2023,6019,5447
68502,"Onzaga",2018,2951,1232
68502,"Onzaga",2019,2865,1246
68502,"Onzaga",2020,2821,1261
68502,"Onzaga",2021,2812,1315
68502,"Onzaga",2022,2795,1364
68502,"Onzaga",2023,2776,1412
68522,"Palmar",2018,894,467
68522,"Palmar",2019,905,481
68522,"Palmar",2020,914,493
68522,"Palmar",2021,911,512
68522,"Palmar",2022,906,527
68522,"Palmar",2023,900,544
68524,"Palmas del Socorro",2018,1756,779
68524,"Palmas del Socorro",2019,1781,803
68524,"Palmas del Socorro",2020,1803,823
68524,"Palmas del Socorro",2021,1798,857
68524,"Palmas del Socorro",2022,1787,888
68524,"Palmas del Socorro",2023,1775,919
68533,"Páramo",2018,3403,1251
68533,"Páramo",2019,3467,1306
68533,"Páramo",2020,3515,1354
68533,"Páramo",2021,3505,1419
68533,"Páramo",2022,3483,1478
68533,"Páramo",2023,3460,1537
68547,"Piedecuesta",2018,31352,139273
68547,"Piedecuesta",2019,32143,145443
68547,"Piedecuesta",2020,32476,150483
68547,"Piedecuesta",2021,32379,152641
68547,"Piedecuesta",2022,32181,154254
68547,"Piedecuesta",2023,31967,155796
68549,"Pinchote",2018,4090,1072
68549,"Pinchote",2019,4164,1121
68549,"Pinchote",2020,4223,1162
68549,"Pinchote",2021,4210,1235
68549,"Pinchote",2022,4185,1301
68549,"Pinchote",2023,4157,1368
68572,"Puente Nacional",2018,9214,5440
68572,"Puente Nacional",2019,9193,5547
68572,"Puente Nacional",2020,9197,5647
68572,"Puente Nacional",2021,9168,5840
68572,"Puente Nacional",2022,9112,6011
68572,"Puente Nacional",2023,9051,6180
68573,"Puerto Parra",2018,5035,2605
68573,"Puerto Parra",2019,5143,2703
68573,"Puerto Parra",2020,5226,2791
68573,"Puerto Parra",2021,5210,2897
68573,"Puerto Parra",2022,5179,2990
68573,"Puerto Parra",2023,5144,3084
68575,"Puerto Wilches",2018,16616,16175
68575,"Puerto Wilches",2019,16909,16663
68575,"Puerto Wilches",2020,17124,17082
68575,"Puerto Wilches",2021,17073,17512
68575,"Puerto Wilches",2022,16969,17880
68575,"Puerto Wilches",2023,16856,18241
68615,"Rionegro",2018,20100,6338
68615,"Rionegro",2019,20260,6486
68615,"Rionegro",2020,20440,6622
68615,"Rionegro",2021,20379,6982
68615,"Rionegro",2022,20254,7317
68615,"Rionegro",2023,20120,7647
68655,"Sabana de Torres",2018,10543,22512
68655,"Sabana de Torres",2019,10695,23192
68655,"Sabana de Torres",2020,10781,23775
68655,"Sabana de Torres",2021,10749,24196
68655,"Sabana de Torres",2022,10683,24529
68655,"Sabana de Torres",2023,10612,24851
68669,"San Andrés",2018,5562,3121
68669,"San Andrés",2019,5464,3149
68669,"San Andrés",2020,5413,3183
68669,"San Andrés",2021,5396,3295
68669,"San Andrés",2022,5363,3395
68669,"San Andrés",2023,5327,3493
68673,"San Benito",2018,2673,277
68673,"San Benito",2019,2672,285
68673,"San Benito",2020,2679,293
68673,"San Benito",2021,2671,334
68673,"San Benito",2022,2654,374
68673,"San Benito",2023,2636,413
68679,"San Gil",2018,6987,49050
68679,"San Gil",2019,7456,50576
68679,"San Gil",2020,7796,51874
68679,"San Gil",2021,7773,52569
68679,"San Gil",2022,7725,53079
68679,"San Gil",2023,7674,53563
68682,"San Joaquín",2018,1422,819
68682,"San Joaquín",2019,1387,828
68682,"San Joaquín",2020,1370,838
68682,"San Joaquín",2021,1366,866
68682,"San Joaquín",2022,1357,892
68682,"San Joaquín",2023,1348,918
68684,"San José de Miranda",2018,3478,889
68684,"San José de Miranda",2019,3418,895
68684,"San José de Miranda",2020,3386,903
68684,"San José de Miranda",2021,3375,961
68684,"San José de Miranda",2022,3355,1015
68684,"San José de Miranda",2023,3332,1069
68686,"San Miguel",2018,1902,629
68686,"San Miguel",2019,1849,645
68686,"San Miguel",2020,1820,658
68686,"San Miguel",2021,1814,691
68686,"San Miguel",2022,1803,722
68686,"San Miguel",2023,1791,752
68689,"San Vicente de Chucurí",2018,20845,12288
68689,"San Vicente de Chucurí",2019,20929,12485
68689,"San Vicente de Chucurí",2020,20912,12681
68689,"San Vicente de Chucurí",2021,20846,13119
68689,"San Vicente de Chucurí",2022,20718,13506
68689,"San Vicente de Chucurí",2023,20580,13888
68705,"Santa Bárbara",2018,2136,265
68705,"Santa Bárbara",2019,2152,273
68705,"Santa Bárbara",2020,2168,280
68705,"Santa Bárbara",2021,2162,313
68705,"Santa Bárbara",2022,2148,346
68705,"Santa Bárbara",2023,2134,378
68720,"Santa Helena del Opón",2018,2621,768
68720,"Santa Helena del Opón",2019,2602,791
68720,"Santa Helena del Opón",2020,2600,811
68720,"Santa Helena del Opón",2021,2592,857
68720,"Santa Helena del Opón",2022,2576,899
68720,"Santa Helena del Opón",2023,2559,941
68745,"Simacota",2018,7857,2185
68745,"Simacota",2019,7888,2250
68745,"Simacota",2020,7921,2305
68745,"Simacota",2021,7894,2445
68745,"Simacota",2022,7845,2573
68745,"Simacota",2023,7793,2699
68755,"Socorro",2018,5926,26232
68755,"Socorro",2019,5924,27041
68755,"Socorro",2020,5892,27736
68755,"Socorro",2021,5873,28134
68755,"Socorro",2022,5837,28430
68755,"Socorro",2023,5798,28713
68770,"Suaita",2018,7895,2136
68770,"Suaita",2019,7929,2157
68770,"Suaita",2020,7976,2182
68770,"Suaita",2021,7941,2329
68770,"Suaita",2022,7888,2461
68770,"Suaita",2023,7834,2589
68773,"Sucre",2018,6652,550
68773,"Sucre",2019,6553,550
68773,"Sucre",2020,6514,550
68773,"Sucre",2021,6493,649
68773,"Sucre",2022,6454,743
68773,"Sucre",2023,6411,837
68780,"Suratá",2018,3066,909
68780,"Suratá",2019,3052,925
68780,"Suratá",2020,3053,934
68780,"Suratá",2021,3043,988
68780,"Suratá",2022,3025,1037
68780,"Suratá",2023,3005,1086
68820,"Tona",2018,6835,538
68820,"Tona",2019,7008,554
68820,"Tona",2020,7150,568
68820,"Tona",2021,7129,676
68820,"Tona",2022,7085,780
68820,"Tona",2023,7038,883
68855,"Valle de San José",2018,3676,2408
68855,"Valle de San José",2019,3741,2481
68855,"Valle de San José",2020,3793,2543
68855,"Valle de San José",2021,3782,2624
68855,"Valle de San José",2022,3759,2696
68855,"Valle de San José",2023,3734,2767
68861,"Vélez",2018,11197,13159
68861,"Vélez",2019,11286,13557
68861,"Vélez",2020,11322,13897
68861,"Vélez",2021,11286,14212
68861,"Vélez",2022,11217,14476
68861,"Vélez",2023,11142,14734
68867,"Vetas",2018,1385,729
68867,"Vetas",2019,1420,722
68867,"Vetas",2020,1446,722
68867,"Vetas",2021,1442,750
68867,"Vetas",2022,1433,776
68867,"Vetas",2023,1423,801
68872,"Villanueva",2018,3309,4564
68872,"Villanueva",2019,3225,4702
68872,"Villanueva",2020,3162,4820
68872,"Villanueva",2021,3152,4918
68872,"Villanueva",2022,3133,4999
68872,"Villanueva",2023,3112,5078
68895,"Zapatoca",2018,3192,6274
68895,"Zapatoca",2019,3211,6296
68895,"Zapatoca",2020,3227,6339
68895,"Zapatoca",2021,3215,6457
68895,"Zapatoca",2022,3194,6552
68895,"Zapatoca",2023,3173,6642
70000,"Sucre",2018,335774,569089
70000,"Sucre",2019,347686,581298
70000,"Sucre",2020,358167,591085
70000,"Sucre",2021,366138,596319
70000,"Sucre",2022,372849,599501
70000,"Sucre",2023,379325,602402
70001,"Sincelejo",2018,28450,249323
70001,"Sincelejo",2019,31678,254957
70001,"Sincelejo",2020,34516,259435
70001,"Sincelejo",2021,35287,262775
70001,"Sincelejo",2022,35936,265190
70001,"Sincelejo",2023,36558,267468
70110,"Buenavista",2018,2124,8317
70110,"Buenavista",2019,2223,8504
70110,"Buenavista",2020,2311,8653
70110,"Buenavista",2021,2363,8754
70110,"Buenavista",2022,2406,8826
70110,"Buenavista",2023,2448,8892
70124,"Caimito",2018,11410,3821
70124,"Caimito",2019,11766,3902
70124,"Caimito",2020,12062,3966
70124,"Caimito",2021,12329,3923
70124,"Caimito",2022,12555,3864
70124,"Caimito",2023,12773,3804
70204,"Colosó",2018,4791,3832
70204,"Colosó",2019,4860,3810
70204,"Colosó",2020,4940,3792
70204,"Colosó",2021,5050,3802
70204,"Colosó",2022,5142,3801
70204,"Colosó",2023,5231,3799
70215,"Corozal",2018,15999,51372
70215,"Corozal",2019,16728,52540
70215,"Corozal",2020,17385,53468
70215,"Corozal",2021,17774,54069
70215,"Corozal",2022,18100,54482
70215,"Corozal",2023,18414,54868
70221,"Coveñas",2018,7394,10856
70221,"Coveñas",2019,7668,11224
70221,"Coveñas",2020,7891,11625
70221,"Coveñas",2021,8070,11719
70221,"Coveñas",2022,8221,11771
70221,"Coveñas",2023,8366,11819
70230,"Chalán",2018,1613,2853
70230,"Chalán",2019,1647,2890
70230,"Chalán",2020,1685,2919
70230,"Chalán",2021,1722,2945
70230,"Chalán",2022,1754,2961
70230,"Chalán",2023,1784,2977
70233,"El Roble",2018,5604,4340
70233,"El Roble",2019,5779,4436
70233,"El Roble",2020,5927,4512
70233,"El Roble",2021,6058,4527
70233,"El Roble",2022,6169,4525
70233,"El Roble",2023,6277,4520
70235,"Galeras",2018,9985,11997
70235,"Galeras",2019,10405,12268
70235,"Galeras",2020,10755,12483
70235,"Galeras",2021,10996,12567
70235,"Galeras",2022,11197,12608
70235,"Galeras",2023,11392,12643
70265,"Guaranda",2018,10591,7122
70265,"Guaranda",2019,10905,7293
70265,"Guaranda",2020,11176,7425
70265,"Guaranda",2021,11424,7437
70265,"Guaranda",2022,11633,7422
70265,"Guaranda",2023,11835,7404
70400,"La Unión",2018,6415,5934
70400,"La Unión",2019,6623,6078
70400,"La Unión",2020,6805,6189
70400,"La Unión",2021,6956,6220
70400,"La Unión",2022,7083,6228
70400,"La Unión",2023,7206,6233
70418,"Los Palmitos",2018,11743,11137
70418,"Los Palmitos",2019,12076,11344
70418,"Los Palmitos",2020,12383,11501
70418,"Los Palmitos",2021,12658,11555
70418,"Los Palmitos",2022,12889,11573
70418,"Los Palmitos",2023,13113,11585
70429,"Majagual",2018,26445,10205
70429,"Majagual",2019,27006,10558
70429,"Majagual",2020,27447,10859
70429,"Majagual",2021,28056,10778
70429,"Majagual",2022,28570,10663
70429,"Majagual",2023,29066,10545
70473,"Morroa",2018,6030,9031
70473,"Morroa",2019,6201,9294
70473,"Morroa",2020,6367,9491
70473,"Morroa",2021,6508,9572
70473,"Morroa",2022,6627,9618
70473,"Morroa",2023,6742,9660
70508,"Ovejas",2018,11462,11409
70508,"Ovejas",2019,11595,11553
70508,"Ovejas",2020,11765,11671
70508,"Ovejas",2021,12026,11733
70508,"Ovejas",2022,12246,11757
70508,"Ovejas",2023,12459,11776
70523,"Palmito",2018,9209,4905
70523,"Palmito",2019,9609,5026
70523,"Palmito",2020,9931,5125
70523,"Palmito",2021,10153,5114
70523,"Palmito",2022,10339,5084
70523,"Palmito",2023,10519,5053
70670,"Sampués",2018,23003,23452
70670,"Sampués",2019,23695,24051
70670,"Sampués",2020,24308,24511
70670,"Sampués",2021,24847,24654
70670,"Sampués",2022,25302,24708
70670,"Sampués",2023,25741,24752
70678,"San Benito Abad",2018,22707,5966
70678,"San Benito Abad",2019,23190,6092
70678,"San Benito Abad",2020,23583,6191
70678,"San Benito Abad",2021,24106,6078
70678,"San Benito Abad",2022,24547,5948
70678,"San Benito Abad",2023,24974,5815
70702,"San Juan de Betulia",2018,6628,6907
70702,"San Juan de Betulia",2019,6868,7024
70702,"San Juan de Betulia",2020,7072,7119
70702,"San Juan de Betulia",2021,7231,7156
70702,"San Juan de Betulia",2022,7365,7169
70702,"San Juan de Betulia",2023,7493,7182
70708,"San Marcos",2018,25397,32275
70708,"San Marcos",2019,26370,32884
70708,"San Marcos",2020,27200,33366
70708,"San Marcos",2021,27809,33603
70708,"San Marcos",2022,28318,33726
70708,"San Marcos",2023,28810,33832
70713,"San Onofre",2018,30625,19008
70713,"San Onofre",2019,31015,19408
70713,"San Onofre",2020,31387,19722
70713,"San Onofre",2021,32083,19730
70713,"San Onofre",2022,32671,19675
70713,"San Onofre",2023,33238,19613
70717,"San Pedro",2018,6386,12204
70717,"San Pedro",2019,6597,12323
70717,"San Pedro",2020,6793,12417
70717,"San Pedro",2021,6944,12531
70717,"San Pedro",2022,7071,12604
70717,"San Pedro",2023,7194,12671
70742,"San Luis de Sincé",2018,8101,22672
70742,"San Luis de Sincé",2019,8442,22923
70742,"San Luis de Sincé",2020,8757,23146
70742,"San Luis de Sincé",2021,8953,23390
70742,"San Luis de Sincé",2022,9117,23558
70742,"San Luis de Sincé",2023,9275,23715
70771,"Sucre",2018,22347,7205
70771,"Sucre",2019,22992,7261
70771,"Sucre",2020,23521,7293
70771,"Sucre",2021,24043,7196
70771,"Sucre",2022,24483,7077
70771,"Sucre",2023,24908,6956
70820,"Santiago de Tolú",2018,6521,26401
70820,"Santiago de Tolú",2019,6571,26982
70820,"Santiago de Tolú",2020,6682,27435
70820,"Santiago de Tolú",2021,6830,27757
70820,"Santiago de Tolú",2022,6955,27988
70820,"Santiago de Tolú",2023,7076,28204
70823,"Tolú Viejo",2018,14794,6545
70823,"Tolú Viejo",2019,15177,6673
70823,"Tolú Viejo",2020,15518,6771
70823,"Tolú Viejo",2021,15862,6734
70823,"Tolú Viejo",2022,16153,6675
70823,"Tolú Viejo",2023,16433,6616
73000,"Tolima",2018,422681,907506
73000,"Tolima",2019,421769,913544
73000,"Tolima",2020,420770,919228
73000,"Tolima",2021,419304,924594
73000,"Tolima",2022,417851,929084
73000,"Tolima",2023,416373,933687
73001,"Ibagué",2018,37081,492554
73001,"Ibagué",2019,38484,497603
73001,"Ibagué",2020,39110,501991
73001,"Ibagué",2021,38979,503745
73001,"Ibagué",2022,38842,505107
73001,"Ibagué",2023,38705,506505
73024,"Alpujarra",2018,2553,1991
73024,"Alpujarra",2019,2494,1999
73024,"Alpujarra",2020,2454,2004
73024,"Alpujarra",2021,2445,2025
73024,"Alpujarra",2022,2437,2044
73024,"Alpujarra",2023,2428,2063
73026,"Alvarado",2018,5461,3236
73026,"Alvarado",2019,5440,3270
73026,"Alvarado",2020,5416,3299
73026,"Alvarado",2021,5397,3342
73026,"Alvarado",2022,5378,3381
73026,"Alvarado",2023,5359,3420
73030,"Ambalema",2018,1396,5261
73030,"Ambalema",2019,1379,5217
73030,"Ambalema",2020,1364,5197
73030,"Ambalema",2021,1359,5220
73030,"Ambalema",2022,1354,5240
73030,"Ambalema",2023,1350,5260
73043,"Anzoátegui",2018,8748,1469
73043,"Anzoátegui",2019,8665,1445
73043,"Anzoátegui",2020,8574,1432
73043,"Anzoátegui",2021,8543,1491
73043,"Anzoátegui",2022,8514,1543
73043,"Anzoátegui",2023,8484,1596
73055,"Armero",2018,4512,8184
73055,"Armero",2019,4490,7845
73055,"Armero",2020,4465,7573
73055,"Armero",2021,4449,7623
73055,"Armero",2022,4434,7665
73055,"Armero",2023,4418,7709
73067,"Ataco",2018,14510,4820
73067,"Ataco",2019,14366,4829
73067,"Ataco",2020,14282,4835
73067,"Ataco",2021,14231,4940
73067,"Ataco",2022,14182,5032
73067,"Ataco",2023,14132,5126
73124,"Cajamarca",2018,9010,9461
73124,"Cajamarca",2019,8979,9464
73124,"Cajamarca",2020,8964,9478
73124,"Cajamarca",2021,8929,9565
73124,"Cajamarca",2022,8896,9639
73124,"Cajamarca",2023,8864,9714
73148,"Carmen de Apicalá",2018,2490,7627
73148,"Carmen de Apicalá",2019,2544,7762
73148,"Carmen de Apicalá",2020,2579,7869
73148,"Carmen de Apicalá",2021,2570,7909
73148,"Carmen de Apicalá",2022,2561,7942
73148,"Carmen de Apicalá",2023,2552,7975
73152,"Casabianca",2018,4653,1720
73152,"Casabianca",2019,4638,1688
73152,"Casabianca",2020,4639,1658
73152,"Casabianca",2021,4623,1692
73152,"Casabianca",2022,4607,1722
73152,"Casabianca",2023,4591,1753
73168,"Chaparral",2018,21752,28615
73168,"Chaparral",2019,21763,28802
73168,"Chaparral",2020,21765,28976
73168,"Chaparral",2021,21692,29197
73168,"Chaparral",2022,21617,29388
73168,"Chaparral",2023,21540,29585
73200,"Coello",2018,6766,1482
73200,"Coello",2019,6789,1497
73200,"Coello",2020,6809,1511
73200,"Coello",2021,6786,1559
73200,"Coello",2022,6763,1601
73200,"Coello",2023,6739,1644
73217,"Coyaima",2018,18977,3836
73217,"Coyaima",2019,18749,3861
73217,"Coyaima",2020,18606,3884
73217,"Coyaima",2021,18540,4013
73217,"Coyaima",2022,18476,4128
73217,"Coyaima",2023,18410,4246
73226,"Cunday",2018,6348,2397
73226,"Cunday",2019,6141,2377
73226,"Cunday",2020,6006,2366
73226,"Cunday",2021,5985,2410
73226,"Cunday",2022,5964,2450
73226,"Cunday",2023,5943,2491
73236,"Dolores",2018,4856,3503
73236,"Dolores",2019,4827,3423
73236,"Dolores",2020,4811,3374
73236,"Dolores",2021,4794,3414
73236,"Dolores",2022,4777,3449
73236,"Dolores",2023,4760,3486
73268,"Espinal",2018,19830,50664
73268,"Espinal",2019,19827,50942
73268,"Espinal",2020,19804,51211
73268,"Espinal",2021,19737,51484
73268,"Espinal",2022,19669,51714
73268,"Espinal",2023,19600,51949
73270,"Falan",2018,5929,1764
73270,"Falan",2019,5729,1765
73270,"Falan",2020,5619,1767
73270,"Falan",2021,5599,1808
73270,"Falan",2022,5580,1843
73270,"Falan",2023,5560,1881
73275,"Flandes",2018,3838,24551
73275,"Flandes",2019,3841,24669
73275,"Flandes",2020,3843,24772
73275,"Flandes",2021,3830,24870
73275,"Flandes",2022,3817,24949
73275,"Flandes",2023,3803,25029
73283,"Fresno",2018,15356,15713
73283,"Fresno",2019,15335,15789
73283,"Fresno",2020,15333,15858
73283,"Fresno",2021,15281,15997
73283,"Fresno",2022,15229,16120
73283,"Fresno",2023,15175,16247
73319,"Guamo",2018,16284,16656
73319,"Guamo",2019,16184,16642
73319,"Guamo",2020,16118,16654
73319,"Guamo",2021,16061,16803
73319,"Guamo",2022,16005,16933
73319,"Guamo",2023,15948,17066
73347,"Herveo",2018,5184,2179
73347,"Herveo",2019,5093,2173
73347,"Herveo",2020,5039,2174
73347,"Herveo",2021,5021,2212
73347,"Herveo",2022,5004,2246
73347,"Herveo",2023,4986,2280
73349,"Honda",2018,1035,23658
73349,"Honda",2019,1201,23384
73349,"Honda",2020,1289,23253
73349,"Honda",2021,1285,23326
73349,"Honda",2022,1280,23386
73349,"Honda",2023,1276,23447
73352,"Icononzo",2018,8292,3595
73352,"Icononzo",2019,8280,3611
73352,"Icononzo",2020,8268,3625
73352,"Icononzo",2021,8240,3686
73352,"Icononzo",2022,8212,3741
73352,"Icononzo",2023,8183,3798
73408,"Lérida",2018,4839,13735
73408,"Lérida",2019,4774,13824
73408,"Lérida",2020,4709,13908
73408,"Lérida",2021,4692,13977
73408,"Lérida",2022,4676,14035
73408,"Lérida",2023,4659,14096
73411,"Líbano",2018,13168,23605
73411,"Líbano",2019,13046,23386
73411,"Líbano",2020,12941,23290
73411,"Líbano",2021,12895,23437
73411,"Líbano",2022,12850,23564
73411,"Líbano",2023,12805,23694
73443,"San Sebastián de Mariquita",2018,9863,27907
73443,"San Sebastián de Mariquita",2019,9993,28091
73443,"San Sebastián de Mariquita",2020,10070,28263
73443,"San Sebastián de Mariquita",2021,10036,28412
73443,"San Sebastián de Mariquita",2022,10001,28534
73443,"San Sebastián de Mariquita",2023,9966,28658
73449,"Melgar",2018,6787,29749
73449,"Melgar",2019,6911,30280
73449,"Melgar",2020,6973,30709
73449,"Melgar",2021,6950,30845
73449,"Melgar",2022,6925,30955
73449,"Melgar",2023,6901,31067
73461,"Murillo",2018,2355,1758
73461,"Murillo",2019,2369,1760
73461,"Murillo",2020,2382,1761
73461,"Murillo",2021,2374,1781
73461,"Murillo",2022,2366,1798
73461,"Murillo",2023,2357,1817
